Descricao,Data,Valor
Livraria,2021-11-16 17:53:01,-66.26
Laticinios,2021-11-16 15:51:33,-15.76
Farmacia,2021-11-16 01:55:21,-61.57
Lanchonete,2021-11-15 04:48:39,-15.18
Uber,2021-11-14 03:38:56,-21.14
Açougue,2021-11-14 00:57:09,-62.62
CVC,2021-11-13 14:33:19,-318.65
Restaurante,2021-11-12 22:14:05,-74.53
Livraria,2021-11-11 08:12:11,-25.73
IFood,2021-11-10 12:23:13,-20.47
Jau Serve,2021-11-10 12:20:45,-15.05
Restaurante,2021-11-09 18:21:49,-19.83
Lanchonete,2021-11-08 20:43:01,-17.36
IFood,2021-11-08 19:37:46,-21.74
Latam,2021-11-07 19:29:39,-358.52
Gol,2021-11-07 15:52:12,-349.04
IFood,2021-11-07 15:13:57,-20.42
Lanchonete,2021-11-06 17:06:42,-14.48
Jau Serve,2021-11-06 15:35:32,-29.47
Nike,2021-11-06 12:41:51,-86.8
Laticinios,2021-11-05 18:11:44,-10.28
Cinema,2021-11-05 17:03:44,-16.88
Consultorio Medico,2021-11-04 05:34:39,-119.31
Carrefour,2021-11-03 05:22:18,-72.76
Laticinios,2021-11-03 00:13:33,-8.21
Jau Serve,2021-11-02 16:59:37,-66.93
Uber,2021-11-02 15:32:21,-9.94
Livraria,2021-11-01 03:19:06,-40.52
Restaurante,2021-10-31 18:11:16,-52.68
Azul,2021-10-31 02:56:57,-129.38
Jau Serve,2021-10-30 23:50:16,-29.96
Açougue,2021-10-30 16:09:32,-28.18
Latam,2021-10-30 13:23:31,-68.65
Gol,2021-10-29 14:43:46,-97.8
Gol,2021-10-29 12:56:59,-384.26
Jau Serve,2021-10-26 12:39:41,-7.19
Academia,2021-10-26 11:09:38,-80.0
Aluguel,2021-10-26 11:09:38,-750.0
Salario,2021-10-26 11:09:38,5000.0
Internet,2021-10-26 11:09:38,-100.0
Farmacia,2021-10-26 08:33:35,-25.71
Uber,2021-10-26 02:26:29,-21.38
IFood,2021-10-25 18:22:35,-8.32
Gol,2021-10-25 15:57:11,-386.23
Laticinios,2021-10-25 11:33:15,-20.49
Cinema,2021-10-25 08:49:02,-8.28
Restaurante,2021-10-25 01:50:15,-72.69
IFood,2021-10-24 13:04:14,-17.78
Latam,2021-10-24 09:13:41,-87.93
IFood,2021-10-23 12:35:13,-19.48
Laticinios,2021-10-21 14:29:40,-19.04
Jau Serve,2021-10-21 07:43:46,-7.04
Farmacia,2021-10-21 01:45:30,-9.28
Açougue,2021-10-20 14:10:28,-42.59
Azul,2021-10-20 09:31:56,-390.67
Livraria,2021-10-20 05:37:31,-96.95
Adidas,2021-10-20 05:17:20,-55.31
Renner,2021-10-20 02:59:33,-114.05
Jau Serve,2021-10-20 02:43:50,-106.95
Latam,2021-10-19 06:39:56,-350.11
IFood,2021-10-19 01:18:49,-17.93
IFood,2021-10-18 21:37:52,-16.9
Lanchonete,2021-10-18 10:29:13,-21.68
Farmacia,2021-10-17 19:04:51,-21.58
Farmacia,2021-10-17 12:52:23,-12.64
Uber,2021-10-16 14:17:54,-18.19
Laticinios,2021-10-16 02:28:01,-21.2
Jau Serve,2021-10-15 07:11:31,-18.47
Jau Serve,2021-10-14 01:17:14,-32.85
Lanchonete,2021-10-12 13:39:29,-20.35
Farmacia,2021-10-12 06:10:55,-16.01
Jau Serve,2021-10-08 04:02:42,-73.34
Pandora,2021-10-08 03:48:30,-329.36
Livraria,2021-10-07 19:56:47,-21.21
Gol,2021-10-07 08:59:47,-134.19
Jau Serve,2021-10-06 18:59:03,-70.96
Lanchonete,2021-10-06 05:26:41,-10.99
Lanchonete,2021-10-05 22:35:56,-15.9
Farmacia,2021-10-05 17:37:17,-10.13
Farmacia,2021-10-04 22:16:13,-32.73
Laticinios,2021-10-03 08:14:48,-15.05
Açougue,2021-10-03 04:17:53,-59.55
Cinema,2021-10-02 07:10:18,-12.36
Consultorio Medico,2021-09-30 21:02:01,-398.44
Jau Serve,2021-09-28 21:35:58,-18.1
Gol,2021-09-28 20:50:19,-319.73
Açougue,2021-09-28 18:17:07,-16.01
Cinema,2021-09-27 11:14:09,-12.55
Cinema,2021-09-27 09:42:23,-12.14
Cinema,2021-09-26 14:03:52,-10.58
Azul,2021-09-26 13:27:56,-86.58
Internet,2021-09-26 11:09:38,-100.0
Salario,2021-09-26 11:09:38,5000.0
Academia,2021-09-26 11:09:38,-80.0
Aluguel,2021-09-26 11:09:38,-750.0
IFood,2021-09-25 20:51:04,-13.74
Cinema,2021-09-24 10:04:54,-20.03
Farmacia,2021-09-24 09:36:10,-58.76
Farmacia,2021-09-23 17:41:34,-54.08
Lanchonete,2021-09-23 14:40:55,-18.84
Latam,2021-09-23 05:58:10,-353.37
Laticinios,2021-09-23 03:04:34,-13.84
Farmacia,2021-09-22 13:25:28,-19.04
Livraria,2021-09-21 20:18:02,-137.42
Farmacia,2021-09-19 18:20:44,-25.92
Veterinario,2021-09-18 20:02:16,-75.82
Cinema,2021-09-18 15:58:13,-10.58
Uber,2021-09-18 09:36:23,-21.64
ClickBus,2021-09-18 00:26:34,-32.71
Nike,2021-09-18 00:19:28,-148.6
Jau Serve,2021-09-18 00:05:03,-20.62
Jau Serve,2021-09-17 22:44:24,-16.67
Açougue,2021-09-17 10:46:42,-41.94
Farmacia,2021-09-17 04:27:15,-16.1
Lanchonete,2021-09-16 21:03:56,-10.75
Cinema,2021-09-16 10:26:55,-19.32
Jau Serve,2021-09-15 21:04:49,-21.94
Jau Serve,2021-09-15 08:11:01,-10.79
IFood,2021-09-13 12:07:53,-7.69
Laticinios,2021-09-13 07:03:26,-21.66
Restaurante,2021-09-12 11:50:52,-67.05
Cinema,2021-09-12 01:00:47,-15.64
Uber,2021-09-11 19:25:56,-11.78
Açougue,2021-09-11 09:22:07,-55.23
Farmacia,2021-09-11 04:37:44,-21.59
ClickBus,2021-09-10 10:26:05,-65.6
Azul,2021-09-10 06:05:07,-395.14
Açougue,2021-09-10 03:02:34,-60.24
Consultorio Medico,2021-09-09 02:31:49,-76.32
Lanchonete,2021-09-09 02:16:50,-21.21
Uber,2021-09-06 18:22:57,-9.67
Cinema,2021-09-06 10:12:30,-15.46
Farmacia,2021-09-03 09:18:47,-13.48
Restaurante,2021-09-02 10:11:08,-48.88
Lanchonete,2021-09-02 02:28:51,-9.04
Laticinios,2021-09-01 12:46:00,-20.53
Jau Serve,2021-09-01 12:40:57,-10.1
IFood,2021-09-01 08:41:57,-20.96
Cinema,2021-08-30 23:37:00,-11.52
IFood,2021-08-30 15:11:07,-16.12
Uber,2021-08-27 23:22:57,-16.46
Laticinios,2021-08-27 23:22:52,-20.26
IFood,2021-08-27 18:56:39,-16.12
Uber,2021-08-27 16:58:39,-18.35
Livraria,2021-08-27 04:07:11,-53.4
CVC,2021-08-27 03:38:58,-338.31
Farmacia,2021-08-27 01:38:19,-9.45
Lanchonete,2021-08-27 00:21:51,-17.69
Livraria,2021-08-26 23:25:59,-27.15
Laticinios,2021-08-26 20:40:38,-13.73
Jau Serve,2021-08-26 19:57:01,-112.3
Internet,2021-08-26 11:09:38,-100.0
Aluguel,2021-08-26 11:09:38,-750.0
Salario,2021-08-26 11:09:38,5000.0
Academia,2021-08-26 11:09:38,-80.0
Pandora,2021-08-25 16:01:32,-380.96
Restaurante,2021-08-25 01:06:57,-72.89
Cinema,2021-08-23 23:08:43,-16.78
IFood,2021-08-23 21:01:26,-13.99
Lanchonete,2021-08-23 13:56:40,-14.72
Laticinios,2021-08-22 23:27:40,-13.39
Carrefour,2021-08-22 16:41:09,-56.14
Lanchonete,2021-08-22 01:41:46,-21.87
Uber,2021-08-22 00:51:37,-10.32
Jau Serve,2021-08-21 23:39:44,-16.74
IFood,2021-08-21 13:21:54,-17.52
Gol,2021-08-21 08:41:53,-94.44
Livraria,2021-08-21 07:57:14,-54.68
Farmacia,2021-08-21 07:41:21,-70.57
Lanchonete,2021-08-20 09:01:40,-18.13
IFood,2021-08-20 08:20:33,-9.6
Carrefour,2021-08-19 02:51:51,-99.31
Farmacia,2021-08-18 18:42:54,-8.8
Jau Serve,2021-08-18 04:53:56,-14.72
Azul,2021-08-18 01:49:53,-122.75
IFood,2021-08-17 14:59:00,-11.51
Livraria,2021-08-17 03:22:53,-33.25
ClickBus,2021-08-17 00:13:31,-20.7
Laticinios,2021-08-16 23:49:59,-19.83
Latam,2021-08-16 20:22:59,-376.61
Cinema,2021-08-16 12:41:30,-11.86
IFood,2021-08-14 22:17:07,-15.39
IFood,2021-08-14 15:41:29,-18.76
Uber,2021-08-14 09:50:25,-14.12
Azul,2021-08-13 23:32:19,-344.37
Jau Serve,2021-08-13 21:04:41,-25.1
Uber,2021-08-13 20:34:16,-19.35
Livraria,2021-08-13 02:48:02,-24.13
Livraria,2021-08-12 10:12:14,-54.73
Lanchonete,2021-08-11 14:03:42,-10.81
Lanchonete,2021-08-10 20:27:57,-12.09
Jau Serve,2021-08-10 18:10:01,-49.34
Farmacia,2021-08-10 17:37:02,-18.52
Adidas,2021-08-10 07:34:54,-91.47
Veterinario,2021-08-10 04:30:07,-71.48
Latam,2021-08-10 00:49:01,-384.1
Consultorio Medico,2021-08-09 01:26:27,-362.25
Farmacia,2021-08-08 20:24:02,-23.06
Azul,2021-08-08 03:36:10,-366.58
Latam,2021-08-08 03:36:10,-310.5
ClickBus,2021-08-08 01:08:00,-51.78
Lanchonete,2021-08-07 08:38:37,-14.14
Consultorio Medico,2021-08-07 08:14:29,-323.59
Açougue,2021-08-06 23:15:45,-72.91
Veterinario,2021-08-06 08:13:42,-131.15
Consultorio Medico,2021-08-06 04:03:35,-85.17
Gol,2021-08-05 08:03:53,-110.92
Farmacia,2021-08-05 01:15:18,-22.47
Lanchonete,2021-08-04 05:12:24,-15.22
Farmacia,2021-08-03 19:44:25,-16.18
Cinema,2021-08-03 14:12:15,-21.19
Lanchonete,2021-08-03 09:57:35,-20.44
Farmacia,2021-08-02 14:03:00,-17.25
IFood,2021-08-01 05:26:57,-8.8
Pandora,2021-08-01 04:01:19,-301.13
Uber,2021-07-31 22:50:08,-21.09
Lanchonete,2021-07-30 21:39:01,-19.3
ClickBus,2021-07-30 20:08:39,-61.09
Laticinios,2021-07-29 23:31:00,-11.39
Uber,2021-07-29 15:42:55,-16.55
Açougue,2021-07-28 08:51:53,-35.32
Jau Serve,2021-07-27 23:08:44,-70.19
Jau Serve,2021-07-27 18:58:56,-24.28
ClickBus,2021-07-26 21:44:28,-40.0
Consultorio Medico,2021-07-26 21:16:12,-394.99
Salario,2021-07-26 11:09:38,5000.0
Internet,2021-07-26 11:09:38,-100.0
Aluguel,2021-07-26 11:09:38,-750.0
Academia,2021-07-26 11:09:38,-80.0
Jau Serve,2021-07-26 10:13:23,-8.37
Azul,2021-07-26 09:32:30,-366.88
IFood,2021-07-25 08:12:54,-16.72
Lanchonete,2021-07-24 23:37:57,-15.71
Farmacia,2021-07-24 13:12:35,-61.58
Latam,2021-07-24 04:15:12,-300.81
Livraria,2021-07-23 15:42:32,-56.2
IFood,2021-07-21 20:11:22,-19.49
Uber,2021-07-21 11:59:28,-10.47
Cinema,2021-07-21 06:51:56,-12.5
Restaurante,2021-07-21 01:41:15,-47.28
Laticinios,2021-07-20 15:53:05,-7.4
Azul,2021-07-20 15:39:26,-73.13
Livraria,2021-07-20 12:35:54,-21.51
Cinema,2021-07-19 22:15:14,-11.34
Jau Serve,2021-07-19 18:10:20,-7.02
Açougue,2021-07-19 15:04:27,-17.85
Restaurante,2021-07-19 09:33:21,-18.85
Nike,2021-07-19 05:07:12,-94.16
Uber,2021-07-18 22:06:54,-15.63
Jau Serve,2021-07-17 08:54:05,-94.43
Açougue,2021-07-16 06:22:47,-27.03
IFood,2021-07-15 15:47:49,-7.4
Uber,2021-07-15 06:52:48,-15.86
Lanchonete,2021-07-13 04:57:57,-19.48
Gol,2021-07-12 17:05:10,-389.22
Laticinios,2021-07-11 12:38:41,-19.71
Restaurante,2021-07-10 22:06:48,-65.83
ClickBus,2021-07-10 12:15:59,-55.71
Farmacia,2021-07-08 13:33:03,-7.51
Uber,2021-07-08 09:54:32,-16.36
IFood,2021-07-07 20:22:27,-12.36
Lanchonete,2021-07-06 21:07:29,-7.81
Açougue,2021-07-06 15:37:29,-69.04
Latam,2021-07-06 07:52:27,-351.38
IFood,2021-07-05 14:58:12,-10.0
Farmacia,2021-07-04 02:56:14,-13.19
Farmacia,2021-07-03 12:15:26,-20.73
Azul,2021-07-02 09:47:01,-397.66
Farmacia,2021-07-02 00:02:42,-56.51
Laticinios,2021-07-01 21:08:22,-18.22
Farmacia,2021-06-29 18:42:03,-14.8
Laticinios,2021-06-29 12:56:03,-17.39
IFood,2021-06-29 04:20:48,-19.1
Cinema,2021-06-28 10:36:43,-19.68
Açougue,2021-06-28 01:59:10,-48.43
IFood,2021-06-27 19:33:58,-17.24
Azul,2021-06-27 15:23:32,-374.23
Consultorio Medico,2021-06-27 11:07:34,-386.46
Lanchonete,2021-06-26 14:39:10,-13.93
Laticinios,2021-06-26 13:41:16,-17.41
ClickBus,2021-06-26 12:12:40,-35.8
Academia,2021-06-26 11:09:38,-80.0
Salario,2021-06-26 11:09:38,5000.0
Internet,2021-06-26 11:09:38,-100.0
Aluguel,2021-06-26 11:09:38,-750.0
Uber,2021-06-26 10:16:16,-8.62
Veterinario,2021-06-26 03:29:26,-125.11
Gol,2021-06-26 02:21:21,-344.87
Uber,2021-06-25 21:33:14,-20.19
Jau Serve,2021-06-25 14:19:02,-9.06
Laticinios,2021-06-24 22:59:38,-16.04
Uber,2021-06-24 20:43:30,-19.14
Gol,2021-06-23 21:40:15,-112.3
Nike,2021-06-23 18:27:07,-126.62
IFood,2021-06-23 06:27:17,-21.06
Lanchonete,2021-06-22 07:11:23,-20.85
Renner,2021-06-22 04:03:55,-73.63
Jau Serve,2021-06-22 03:54:47,-19.06
CVC,2021-06-22 03:41:13,-337.75
Farmacia,2021-06-21 23:57:22,-92.1
Consultorio Medico,2021-06-21 21:01:55,-336.37
Restaurante,2021-06-21 17:09:53,-39.74
Cinema,2021-06-21 09:10:13,-20.03
ClickBus,2021-06-21 02:19:37,-67.01
Uber,2021-06-20 19:37:18,-10.62
Consultorio Medico,2021-06-19 15:40:58,-386.48
Latam,2021-06-19 11:20:41,-373.86
Nike,2021-06-18 16:18:12,-67.15
Cinema,2021-06-17 08:47:30,-15.19
Jau Serve,2021-06-17 00:15:42,-25.86
Farmacia,2021-06-16 15:02:10,-19.09
Renner,2021-06-16 05:50:45,-129.23
Laticinios,2021-06-15 11:33:14,-12.65
Laticinios,2021-06-15 05:52:41,-12.19
Uber,2021-06-14 14:33:47,-12.91
Farmacia,2021-06-14 11:55:25,-26.44
ClickBus,2021-06-13 05:57:39,-35.22
Latam,2021-06-12 15:34:37,-359.25
IFood,2021-06-12 10:11:23,-12.75
Veterinario,2021-06-11 18:49:05,-58.86
Gol,2021-06-11 03:34:21,-385.82
Jau Serve,2021-06-11 01:31:31,-19.21
Laticinios,2021-06-10 16:32:41,-12.84
ClickBus,2021-06-10 10:53:34,-25.03
Farmacia,2021-06-09 20:51:56,-29.42
Carrefour,2021-06-08 21:03:39,-124.61
Açougue,2021-06-08 19:51:30,-54.42
Cinema,2021-06-08 12:30:18,-9.22
Cinema,2021-06-08 12:02:46,-21.79
IFood,2021-06-08 11:12:32,-20.74
Azul,2021-06-08 11:08:11,-67.78
Jau Serve,2021-06-07 17:23:55,-57.96
Uber,2021-06-07 16:36:25,-14.64
Farmacia,2021-06-07 08:30:32,-24.92
Uber,2021-06-06 22:58:15,-14.06
Jau Serve,2021-06-06 08:36:49,-92.24
Restaurante,2021-06-05 22:23:39,-43.71
ClickBus,2021-06-05 18:21:49,-81.15
Açougue,2021-06-05 13:37:05,-30.94
ClickBus,2021-06-04 17:46:32,-16.93
Azul,2021-06-04 02:45:49,-338.67
Cinema,2021-06-03 19:38:04,-8.43
Laticinios,2021-06-03 05:24:52,-8.79
Renner,2021-06-02 21:25:39,-136.0
Farmacia,2021-06-02 20:09:29,-34.16
Açougue,2021-06-02 01:08:56,-31.55
Pandora,2021-06-02 00:15:41,-317.99
ClickBus,2021-06-01 03:53:17,-71.06
Farmacia,2021-05-31 18:21:27,-12.56
Carrefour,2021-05-31 14:03:32,-103.31
Farmacia,2021-05-31 06:03:38,-59.36
Jau Serve,2021-05-30 17:01:51,-14.87
Jau Serve,2021-05-28 22:37:15,-21.46
Lanchonete,2021-05-28 10:58:57,-7.38
Veterinario,2021-05-28 07:57:14,-146.34
Cinema,2021-05-28 06:20:15,-19.29
Farmacia,2021-05-28 01:15:33,-13.31
Internet,2021-05-26 11:09:38,-100.0
Aluguel,2021-05-26 11:09:38,-750.0
Academia,2021-05-26 11:09:38,-80.0
Salario,2021-05-26 11:09:38,5000.0
Farmacia,2021-05-25 18:26:16,-14.69
Veterinario,2021-05-25 09:24:09,-100.0
Lanchonete,2021-05-25 09:08:51,-14.95
Consultorio Medico,2021-05-25 04:27:06,-305.44
Jau Serve,2021-05-25 00:10:29,-13.56
Farmacia,2021-05-24 13:56:57,-28.2
Azul,2021-05-23 19:27:37,-333.71
Lanchonete,2021-05-23 14:15:35,-19.14
IFood,2021-05-23 10:31:50,-11.69
Jau Serve,2021-05-22 23:24:28,-18.39
ClickBus,2021-05-22 09:08:11,-56.44
Farmacia,2021-05-22 05:06:49,-68.3
Jau Serve,2021-05-22 04:07:25,-53.84
Consultorio Medico,2021-05-21 06:54:07,-73.26
Gol,2021-05-20 23:39:17,-129.54
Farmacia,2021-05-19 13:33:31,-19.75
Açougue,2021-05-18 20:57:04,-60.4
Farmacia,2021-05-18 02:31:57,-21.43
IFood,2021-05-17 19:42:24,-10.07
Lanchonete,2021-05-16 17:01:55,-15.91
ClickBus,2021-05-16 03:27:30,-23.11
Farmacia,2021-05-15 23:27:22,-10.17
IFood,2021-05-15 18:33:32,-20.9
IFood,2021-05-15 16:48:31,-15.74
ClickBus,2021-05-14 17:10:41,-34.65
Laticinios,2021-05-14 00:28:43,-10.73
Farmacia,2021-05-14 00:12:49,-19.95
Lanchonete,2021-05-12 23:48:11,-17.52
Laticinios,2021-05-12 20:19:01,-13.11
IFood,2021-05-12 08:54:45,-13.6
Jau Serve,2021-05-12 02:59:37,-29.39
Farmacia,2021-05-11 20:33:13,-19.66
Jau Serve,2021-05-11 20:28:07,-11.45
Farmacia,2021-05-11 16:22:59,-109.81
Renner,2021-05-11 09:21:16,-96.84
Farmacia,2021-05-10 21:37:16,-20.62
Lanchonete,2021-05-10 11:25:00,-17.12
Farmacia,2021-05-10 05:00:29,-19.57
Farmacia,2021-05-09 20:45:47,-33.74
Jau Serve,2021-05-09 11:15:38,-56.77
Consultorio Medico,2021-05-09 07:47:32,-341.2
Lanchonete,2021-05-08 09:53:17,-8.66
Uber,2021-05-07 16:59:23,-20.07
Gol,2021-05-06 02:17:52,-376.8
IFood,2021-05-05 21:07:43,-13.37
Cinema,2021-05-04 21:47:53,-19.99
Farmacia,2021-05-03 20:16:10,-13.18
ClickBus,2021-05-02 15:08:28,-15.14
ClickBus,2021-05-02 11:26:14,-52.2
Laticinios,2021-05-01 04:52:31,-13.96
Uber,2021-04-30 21:31:26,-15.96
Laticinios,2021-04-30 21:23:37,-10.73
Farmacia,2021-04-30 20:23:39,-12.54
Lanchonete,2021-04-30 18:07:32,-11.79
Uber,2021-04-30 12:35:47,-12.53
Consultorio Medico,2021-04-30 02:48:52,-338.59
Lanchonete,2021-04-29 23:05:03,-9.07
Nike,2021-04-29 15:56:10,-89.89
IFood,2021-04-29 07:55:46,-15.33
Lanchonete,2021-04-28 22:18:23,-20.64
Gol,2021-04-28 09:00:42,-366.14
Consultorio Medico,2021-04-27 08:21:33,-98.7
ClickBus,2021-04-27 02:58:20,-108.48
ClickBus,2021-04-27 02:54:55,-26.8
Uber,2021-04-26 15:53:34,-20.45
Lanchonete,2021-04-26 13:54:19,-7.33
Internet,2021-04-26 11:09:38,-100.0
Salario,2021-04-26 11:09:38,5000.0
Aluguel,2021-04-26 11:09:38,-750.0
Academia,2021-04-26 11:09:38,-80.0
ClickBus,2021-04-25 16:05:53,-70.23
Cinema,2021-04-25 14:22:25,-11.74
Lanchonete,2021-04-25 04:28:45,-12.19
Pandora,2021-04-24 20:45:52,-331.99
Lanchonete,2021-04-24 17:20:03,-21.4
ClickBus,2021-04-24 13:18:37,-22.11
Cinema,2021-04-23 18:34:59,-7.44
Farmacia,2021-04-23 01:29:18,-9.58
Latam,2021-04-22 19:48:23,-102.02
ClickBus,2021-04-20 21:29:17,-31.44
Azul,2021-04-20 08:41:50,-125.1
Laticinios,2021-04-17 20:45:24,-8.93
ClickBus,2021-04-17 05:41:10,-95.56
Farmacia,2021-04-16 19:08:39,-8.01
Carrefour,2021-04-15 22:35:46,-69.93
Livraria,2021-04-15 20:21:02,-62.63
Uber,2021-04-15 03:56:38,-7.12
Jau Serve,2021-04-14 17:18:28,-12.28
Cinema,2021-04-14 15:39:16,-16.07
Farmacia,2021-04-13 11:27:23,-11.11
IFood,2021-04-12 21:33:18,-12.67
ClickBus,2021-04-12 04:25:52,-47.29
Uber,2021-04-12 00:22:10,-21.7
Uber,2021-04-11 07:27:20,-7.25
Cinema,2021-04-10 21:30:03,-7.01
IFood,2021-04-10 18:53:13,-14.49
Veterinario,2021-04-10 13:51:58,-93.31
Uber,2021-04-10 00:33:37,-15.36
Uber,2021-04-08 00:32:21,-18.84
Azul,2021-04-07 08:19:14,-134.2
Veterinario,2021-04-07 07:53:45,-84.48
Cinema,2021-04-05 17:28:24,-8.85
Lanchonete,2021-04-05 05:18:00,-18.44
Cinema,2021-04-04 18:30:58,-19.52
CVC,2021-04-04 10:04:05,-323.11
Veterinario,2021-04-04 09:50:09,-144.62
IFood,2021-04-04 07:17:39,-11.18
Lanchonete,2021-04-04 02:48:59,-16.15
Gol,2021-04-02 15:22:09,-304.89
Farmacia,2021-04-02 12:46:32,-14.91
Consultorio Medico,2021-04-02 09:00:57,-395.26
Jau Serve,2021-04-02 07:16:52,-25.45
Jau Serve,2021-04-02 05:55:47,-47.36
Gol,2021-04-02 04:16:57,-108.77
IFood,2021-03-31 12:51:55,-14.58
Gol,2021-03-30 21:06:29,-113.18
IFood,2021-03-30 19:18:34,-12.43
Farmacia,2021-03-30 11:52:43,-15.61
Lanchonete,2021-03-30 11:32:28,-9.94
Farmacia,2021-03-30 05:01:37,-14.89
Farmacia,2021-03-30 02:52:24,-13.16
IFood,2021-03-29 18:03:05,-10.81
Jau Serve,2021-03-28 22:37:42,-12.72
Farmacia,2021-03-28 15:17:04,-11.54
Açougue,2021-03-28 02:05:49,-31.86
Farmacia,2021-03-27 11:48:49,-11.62
Renner,2021-03-27 01:34:58,-67.76
Gol,2021-03-26 14:59:00,-93.09
Internet,2021-03-26 11:09:38,-100.0
Salario,2021-03-26 11:09:38,5000.0
Aluguel,2021-03-26 11:09:38,-750.0
Academia,2021-03-26 11:09:38,-80.0
Restaurante,2021-03-26 08:13:30,-52.84
Cinema,2021-03-26 01:24:19,-7.66
Veterinario,2021-03-26 01:03:40,-101.07
Nike,2021-03-25 22:03:21,-79.46
Livraria,2021-03-25 17:48:06,-43.02
Latam,2021-03-24 21:12:13,-394.55
Cinema,2021-03-24 13:43:32,-8.8
Restaurante,2021-03-22 02:17:56,-56.04
Nike,2021-03-21 23:47:53,-118.54
IFood,2021-03-20 13:44:43,-13.0
Livraria,2021-03-20 13:21:55,-22.29
Latam,2021-03-20 08:01:25,-89.25
IFood,2021-03-19 21:10:12,-16.63
CVC,2021-03-19 13:42:54,-303.91
Uber,2021-03-19 10:32:17,-16.32
Farmacia,2021-03-19 10:20:02,-44.9
Jau Serve,2021-03-19 06:46:49,-48.03
Uber,2021-03-19 05:52:12,-16.93
IFood,2021-03-18 15:41:03,-15.44
Uber,2021-03-17 16:42:47,-15.22
ClickBus,2021-03-17 09:59:01,-22.06
Farmacia,2021-03-17 01:08:49,-7.98
Cinema,2021-03-16 23:33:34,-14.36
Carrefour,2021-03-16 21:01:12,-94.87
Jau Serve,2021-03-16 03:39:17,-57.41
Latam,2021-03-15 21:44:28,-99.73
Açougue,2021-03-15 01:12:44,-71.1
Laticinios,2021-03-14 16:06:32,-10.85
Cinema,2021-03-13 14:09:20,-17.46
Uber,2021-03-13 02:39:37,-11.44
Livraria,2021-03-13 00:13:49,-62.55
Lanchonete,2021-03-12 12:14:12,-8.79
Veterinario,2021-03-11 18:30:42,-84.08
Uber,2021-03-11 00:57:49,-7.65
Cinema,2021-03-11 00:27:31,-12.58
Uber,2021-03-10 01:58:17,-20.9
Jau Serve,2021-03-09 22:43:02,-14.36
Açougue,2021-03-09 01:35:17,-27.01
IFood,2021-03-07 20:21:53,-14.84
IFood,2021-03-06 03:51:42,-13.97
Lanchonete,2021-03-05 21:29:31,-17.55
Farmacia,2021-03-04 16:00:09,-72.63
Cinema,2021-03-04 10:15:11,-11.3
IFood,2021-03-04 08:36:32,-14.85
Farmacia,2021-03-04 01:22:02,-132.88
Laticinios,2021-03-04 00:15:54,-20.0
Cinema,2021-03-03 14:05:17,-10.79
Consultorio Medico,2021-03-03 11:16:55,-125.08
Renner,2021-03-03 07:54:11,-88.93
Latam,2021-03-02 22:59:31,-352.45
Farmacia,2021-03-02 22:25:29,-57.29
Açougue,2021-03-02 13:40:27,-48.33
Laticinios,2021-03-01 18:25:33,-7.9
Lanchonete,2021-03-01 16:42:46,-19.1
ClickBus,2021-03-01 02:19:05,-34.14
Lanchonete,2021-02-28 21:55:30,-14.45
Livraria,2021-02-28 21:13:08,-48.03
ClickBus,2021-02-28 06:42:35,-39.74
Azul,2021-02-28 04:29:09,-311.3
Cinema,2021-02-28 00:58:51,-19.04
CVC,2021-02-27 18:22:48,-392.52
IFood,2021-02-27 04:28:37,-13.61
CVC,2021-02-27 03:10:27,-337.8
Cinema,2021-02-26 11:53:29,-12.09
Aluguel,2021-02-26 11:09:38,-750.0
Academia,2021-02-26 11:09:38,-80.0
Internet,2021-02-26 11:09:38,-100.0
Salario,2021-02-26 11:09:38,5000.0
Farmacia,2021-02-24 18:03:52,-18.52
Nike,2021-02-24 06:39:33,-110.24
Lanchonete,2021-02-24 02:36:45,-16.4
Jau Serve,2021-02-24 01:08:53,-7.99
Jau Serve,2021-02-23 21:46:27,-21.8
Uber,2021-02-23 21:43:36,-20.78
Farmacia,2021-02-23 17:03:56,-86.35
Cinema,2021-02-23 11:00:02,-16.78
Jau Serve,2021-02-22 03:55:45,-60.72
Farmacia,2021-02-21 16:52:49,-84.61
Jau Serve,2021-02-20 05:19:44,-14.69
Farmacia,2021-02-20 05:06:14,-50.49
Jau Serve,2021-02-19 00:56:25,-58.68
ClickBus,2021-02-18 11:13:07,-141.38
Gol,2021-02-17 20:51:11,-378.3
Jau Serve,2021-02-17 09:45:22,-15.79
Uber,2021-02-16 23:37:19,-19.41
Farmacia,2021-02-16 20:11:15,-11.74
Cinema,2021-02-16 17:59:09,-21.23
Lanchonete,2021-02-16 12:25:14,-8.22
Uber,2021-02-15 13:00:22,-15.78
IFood,2021-02-15 00:01:08,-10.05
CVC,2021-02-14 19:50:28,-335.72
Laticinios,2021-02-14 11:00:07,-19.57
Farmacia,2021-02-13 15:56:12,-17.2
Uber,2021-02-13 15:39:41,-11.94
Livraria,2021-02-12 20:52:23,-24.14
IFood,2021-02-11 19:07:29,-12.61
Farmacia,2021-02-11 17:02:21,-20.08
Consultorio Medico,2021-02-11 14:41:18,-326.38
Jau Serve,2021-02-11 11:08:53,-18.81
Laticinios,2021-02-11 08:31:11,-19.04
Jau Serve,2021-02-11 02:54:43,-64.35
Consultorio Medico,2021-02-10 21:53:49,-142.82
Jau Serve,2021-02-10 18:01:57,-68.65
